id,name,description,weight,picture,quantity,stylename,type,rules,redeemable
1,Like-General,"Like [quantity] object(s) ",1,like-general,1,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 1) then 1 else 0 end ) as flag from (select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id &&l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1 ) as b""}",0
2,Like-General,"Like [quantity] object(s) ",1,like-general,5,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 5) then 1 else 0 end ) as flag from (select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id &&l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id&& l.likes=1 ) as b""}",0
3,Like-General,"Like [quantity] object(s)",1,like-general,10,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 10) then 1 else 0 end ) as flag from (select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id &&l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id&& l.likes=1 ) as b""}",0
4,Like-General,"Like [quantity] object(s)",1,like-general,25,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 25) then 1 else 0 end ) as flag from (select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id &&l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id&& l.likes=1 ) as b""}",0
5,Like-General,"Like [quantity] object(s)",1,like-general,50,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 50) then 1 else 0 end ) as flag from (select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id &&l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as b""}",0
6,Like-General,"Like [quantity] object(s)",1,like-general,75,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 75) then 1 else 0 end ) as flag from (select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id &&l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as b""}",0
7,Like-General,"Like [quantity] object(s)",1,like-general,100,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 100) then 1 else 0 end ) as flag from (select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id &&l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as b""}",0
8,Like-General,"Like [quantity] object(s)",1,like-general,250,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 250) then 1 else 0 end ) as flag from (select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id &&l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as b""}",0
9,Like-General,"Like [quantity] object(s)",1,like-general,500,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 500) then 1 else 0 end ) as flag from (select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id &&l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as b""}",0
10,Like-General,"Like [quantity] object(s)",1,like-general,1000,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 1000) then 1 else 0 end ) as flag from (select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id &&l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as b""}",0
11,Like-General-10sec,"Like [quantity] object(s) within 10 seconds of Posting Time",1,like-general,1,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 1) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < p.created_time  && l.likes=1 ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < c.created_time  && l.likes=1 ) as b""}",0
12,Like-General-10sec,"Like [quantity] object(s) within 10 seconds of Posting Time",1,like-general,5,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 5) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < c.created_time  && l.likes=1 ) as b""}",0
13,Like-General-10sec,"Like [quantity] object(s) within 10 seconds of Posting Time",1,like-general,10,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 10) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < c.created_time  && l.likes=1 ) as b""}",0
14,Like-General-10sec,"Like [quantity] object(s) within 10 seconds of Posting Time",1,like-general,25,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 25) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < c.created_time  && l.likes=1 ) as b""}",0
15,Like-General-10sec,"Like [quantity] object(s) within 10 seconds of Posting Time",1,like-general,50,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 50) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < c.created_time && l.likes=1  ) as b""}",0
16,Like-General-10sec,"Like [quantity] object(s) within 10 seconds of Posting Time",1,like-general,75,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 75) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < c.created_time && l.likes=1  ) as b""}",0
17,Like-General-10sec,"Like [quantity] object(s) within 10 seconds of Posting Time",1,like-general,100,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 100) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < c.created_time  && l.likes=1 ) as b""}",0
18,Like-General-10sec,"Like [quantity] object(s) within 10 seconds of Posting Time",1,like-general,250,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 250) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < c.created_time  && l.likes=1 ) as b""}",0
19,Like-General-10sec,"Like [quantity] object(s) within 10 seconds of Posting Time",1,like-general,500,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 500) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < c.created_time  && l.likes=1 ) as b""}",0
20,Like-General-10sec,"Like [quantity] object(s) within 10 seconds of Posting Time",1,like-general,1000,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 1000) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < c.created_time && l.likes=1  ) as b""}",0
21,Like-General-1min,"Like [quantity] object(s) within 1 Minute of Posting Time",1,like-general,1,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 1) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < c.created_time && l.likes=1  ) as b""}",0
22,Like-General-1min,"Like [quantity] object(s) within 1 Minute of Posting Time",1,like-general,5,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 5) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < p.created_time  && l.likes=1 ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < c.created_time && l.likes=1  ) as b""}",0
23,Like-General-1min,"Like [quantity] object(s) within 1 Minute of Posting Time",1,like-general,10,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 10) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < p.created_time  && l.likes=1 ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < c.created_time  && l.likes=1 ) as b""}",0
24,Like-General-1min,"Like [quantity] object(s) within 1 Minute of Posting Time",1,like-general,25,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 25) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < c.created_time  && l.likes=1 ) as b""}",0
25,Like-General-1min,"Like [quantity] object(s) within 1 Minute of Posting Time",1,like-general,50,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 50) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < p.created_time  && l.likes=1 ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < c.created_time && l.likes=1  ) as b""}",0
26,Like-General-1min,"Like [quantity] object(s) within 1 Minute of Posting Time",1,like-general,75,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 75) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < p.created_time  && l.likes=1 ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < c.created_time && l.likes=1  ) as b""}",0
27,Like-General-1min,"Like [quantity] object(s) within 1 Minute of Posting Time",1,like-general,100,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 100) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < c.created_time && l.likes=1  ) as b""}",0
28,Like-General-1min,"Like [quantity] object(s) within 1 Minute of Posting Time",1,like-general,250,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 250) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < c.created_time && l.likes=1  ) as b""}",0
29,Like-General-1min,"Like [quantity] object(s) within 1 Minute of Posting Time",1,like-general,500,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 500) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < p.created_time  && l.likes=1 ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < c.created_time && l.likes=1  ) as b""}",0
30,Like-General-1min,"Like [quantity] object(s) within 1 Minute of Posting Time",1,like-general,1000,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 1000) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < c.created_time  && l.likes=1 ) as b""}",0
31,Like-Status,"Like [quantity] status(es)",1,like-general,1,NULL,default,"{""sql"":""select (case when (a.a  >= 1) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status'  && l.likes=1) as a""}",0
32,Like-Status,"Like [quantity] status(es)",1,like-general,5,NULL,default,"{""sql"":""select (case when (a.a  >= 5) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status' && l.likes=1 ) as a""}",0
33,Like-Status,"Like [quantity] status(es)",1,like-general,10,NULL,default,"{""sql"":""select (case when (a.a  >= 10) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status'  && l.likes=1) as a""}",0
34,Like-Status,"Like [quantity] status(es)",1,like-general,25,NULL,default,"{""sql"":""select (case when (a.a  >= 25) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status' && l.likes=1 ) as a""}",0
35,Like-Status,"Like [quantity] status(es)",1,like-general,50,NULL,default,"{""sql"":""select (case when (a.a  >= 50) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status'  && l.likes=1) as a""}",0
36,Like-Status,"Like [quantity] status(es)",1,like-general,75,NULL,default,"{""sql"":""select (case when (a.a  >= 75) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status' && l.likes=1 ) as a""}",0
37,Like-Status,"Like [quantity] status(es)",1,like-general,100,NULL,default,"{""sql"":""select (case when (a.a  >= 100) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status' && l.likes=1 ) as a""}",0
38,Like-Status,"Like [quantity] status(es)",1,like-general,250,NULL,default,"{""sql"":""select (case when (a.a  >= 250) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status'  && l.likes=1) as a""}",0
39,Like-Status,"Like [quantity] status(es)",1,like-general,500,NULL,default,"{""sql"":""select (case when (a.a  >= 500) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status'  && l.likes=1) as a""}",0
40,Like-Status,"Like [quantity] status(es)",1,like-general,1000,NULL,default,"{""sql"":""select (case when (a.a  >= 1000) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status' && l.likes=1) as a""}",0
41,Like-Status-10sec,"Like [quantity] status(es) within 10 seconds of Posting Time",1,like-general,1,NULL,default,"{""sql"":""select (case when (a.a  >= 1) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status' && (l.created_time - interval 10 second) < p.created_time && l.likes=1) as a""}",0
42,Like-Status-10sec,"Like [quantity] status(es) within 10 seconds of Posting Time",1,like-general,5,NULL,default,"{""sql"":""select (case when (a.a  >= 5) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status' && (l.created_time - interval 10 second) < p.created_time && l.likes=1) as a""}",0
43,Like-Status-10sec,"Like [quantity] status(es) within 10 seconds of Posting Time",1,like-general,10,NULL,default,"{""sql"":""select (case when (a.a  >= 10) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status' && (l.created_time - interval 10 second) < p.created_time && l.likes=1) as a""}",0
44,Like-Status-10sec,"Like [quantity] status(es) within 10 seconds of Posting Time",1,like-general,25,NULL,default,"{""sql"":""select (case when (a.a  >= 25) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status' && (l.created_time - interval 10 second) < p.created_time && l.likes=1) as a""}",0
45,Like-Status-10sec,"Like [quantity] status(es) within 10 seconds of Posting Time",1,like-general,50,NULL,default,"{""sql"":""select (case when (a.a  >= 50) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status' && (l.created_time - interval 10 second) < p.created_time && l.likes=1) as a""}",0
