id,name,description,weight,picture,quantity,stylename,type,rules
1,Like-General,"Like [quantity] object(s) ",1,/img/badges/generic.png,1,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 1) then 1 else 0 end ) as flag from (select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id &&l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1 ) as b""}"
2,Like-General,"Like [quantity] object(s) ",1,/img/badges/generic.png,5,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 5) then 1 else 0 end ) as flag from (select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id &&l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id&& l.likes=1 ) as b""}"
3,Like-General,"Like [quantity] object(s)",1,/img/badges/generic.png,10,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 10) then 1 else 0 end ) as flag from (select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id &&l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id&& l.likes=1 ) as b""}"
4,Like-General,"Like [quantity] object(s)",1,/img/badges/generic.png,25,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 25) then 1 else 0 end ) as flag from (select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id &&l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id&& l.likes=1 ) as b""}"
5,Like-General,"Like [quantity] object(s)",1,/img/badges/generic.png,50,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 50) then 1 else 0 end ) as flag from (select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id &&l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as b""}"
6,Like-General,"Like [quantity] object(s)",1,/img/badges/generic.png,75,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 75) then 1 else 0 end ) as flag from (select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id &&l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as b""}"
7,Like-General,"Like [quantity] object(s)",1,/img/badges/generic.png,100,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 100) then 1 else 0 end ) as flag from (select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id &&l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as b""}"
8,Like-General,"Like [quantity] object(s)",1,/img/badges/generic.png,250,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 250) then 1 else 0 end ) as flag from (select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id &&l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as b""}"
9,Like-General,"Like [quantity] object(s)",1,/img/badges/generic.png,500,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 500) then 1 else 0 end ) as flag from (select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id &&l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as b""}"
10,Like-General,"Like [quantity] object(s)",1,/img/badges/generic.png,1000,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 1000) then 1 else 0 end ) as flag from (select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id &&l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && l.likes=1) as b""}"
11,Like-General-10sec,"Like [quantity] object(s) within 10 seconds of Posting Time",1,/img/badges/generic.png,1,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 1) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < p.created_time  && l.likes=1 ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < c.created_time  && l.likes=1 ) as b""}"
12,Like-General-10sec,"Like [quantity] object(s) within 10 seconds of Posting Time",1,/img/badges/generic.png,5,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 5) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < c.created_time  && l.likes=1 ) as b""}"
13,Like-General-10sec,"Like [quantity] object(s) within 10 seconds of Posting Time",1,/img/badges/generic.png,10,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 10) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < c.created_time  && l.likes=1 ) as b""}"
14,Like-General-10sec,"Like [quantity] object(s) within 10 seconds of Posting Time",1,/img/badges/generic.png,25,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 25) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < c.created_time  && l.likes=1 ) as b""}"
15,Like-General-10sec,"Like [quantity] object(s) within 10 seconds of Posting Time",1,/img/badges/generic.png,50,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 50) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < c.created_time && l.likes=1  ) as b""}"
16,Like-General-10sec,"Like [quantity] object(s) within 10 seconds of Posting Time",1,/img/badges/generic.png,75,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 75) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < c.created_time && l.likes=1  ) as b""}"
17,Like-General-10sec,"Like [quantity] object(s) within 10 seconds of Posting Time",1,/img/badges/generic.png,100,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 100) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < c.created_time  && l.likes=1 ) as b""}"
18,Like-General-10sec,"Like [quantity] object(s) within 10 seconds of Posting Time",1,/img/badges/generic.png,250,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 250) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < c.created_time  && l.likes=1 ) as b""}"
19,Like-General-10sec,"Like [quantity] object(s) within 10 seconds of Posting Time",1,/img/badges/generic.png,500,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 500) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < c.created_time  && l.likes=1 ) as b""}"
20,Like-General-10sec,"Like [quantity] object(s) within 10 seconds of Posting Time",1,/img/badges/generic.png,1000,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 1000) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 10 second) < c.created_time && l.likes=1  ) as b""}"
21,Like-General-1min,"Like [quantity] object(s) within 1 Minute of Posting Time",1,/img/badges/generic.png,1,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 1) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < c.created_time && l.likes=1  ) as b""}"
22,Like-General-1min,"Like [quantity] object(s) within 1 Minute of Posting Time",1,/img/badges/generic.png,5,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 5) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < p.created_time  && l.likes=1 ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < c.created_time && l.likes=1  ) as b""}"
23,Like-General-1min,"Like [quantity] object(s) within 1 Minute of Posting Time",1,/img/badges/generic.png,10,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 10) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < p.created_time  && l.likes=1 ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < c.created_time  && l.likes=1 ) as b""}"
24,Like-General-1min,"Like [quantity] object(s) within 1 Minute of Posting Time",1,/img/badges/generic.png,25,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 25) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < c.created_time  && l.likes=1 ) as b""}"
25,Like-General-1min,"Like [quantity] object(s) within 1 Minute of Posting Time",1,/img/badges/generic.png,50,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 50) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < p.created_time  && l.likes=1 ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < c.created_time && l.likes=1  ) as b""}"
26,Like-General-1min,"Like [quantity] object(s) within 1 Minute of Posting Time",1,/img/badges/generic.png,75,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 75) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < p.created_time  && l.likes=1 ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < c.created_time && l.likes=1  ) as b""}"
27,Like-General-1min,"Like [quantity] object(s) within 1 Minute of Posting Time",1,/img/badges/generic.png,100,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 100) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < c.created_time && l.likes=1  ) as b""}"
28,Like-General-1min,"Like [quantity] object(s) within 1 Minute of Posting Time",1,/img/badges/generic.png,250,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 250) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < c.created_time && l.likes=1  ) as b""}"
29,Like-General-1min,"Like [quantity] object(s) within 1 Minute of Posting Time",1,/img/badges/generic.png,500,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 500) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < p.created_time  && l.likes=1 ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < c.created_time && l.likes=1  ) as b""}"
30,Like-General-1min,"Like [quantity] object(s) within 1 Minute of Posting Time",1,/img/badges/generic.png,1000,NULL,default,"{""sql"":""select (case when ((a.a + b.b) >= 1000) then 1 else 0 end ) as flag from  (select count(*) as a from posts p , likes l   where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id &&  l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < p.created_time && l.likes=1  ) as a,  ( select count(*) as b from likes l , comments c where l.facebook_user_id != c.facebook_user_id && l.post_id = c.comment_id && l.fanpage_id = c.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id &&(l.created_time - interval 1 minute) < c.created_time  && l.likes=1 ) as b""}"
31,Like-Status,"Like [quantity] status(es)",1,/img/badges/generic.png,1,NULL,default,"{""sql"":""select (case when (a.a  >= 1) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status'  && l.likes=1) as a""}"
32,Like-Status,"Like [quantity] status(es)",1,/img/badges/generic.png,5,NULL,default,"{""sql"":""select (case when (a.a  >= 5) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status' && l.likes=1 ) as a""}"
33,Like-Status,"Like [quantity] status(es)",1,/img/badges/generic.png,10,NULL,default,"{""sql"":""select (case when (a.a  >= 10) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status'  && l.likes=1) as a""}"
34,Like-Status,"Like [quantity] status(es)",1,/img/badges/generic.png,25,NULL,default,"{""sql"":""select (case when (a.a  >= 25) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status' && l.likes=1 ) as a""}"
35,Like-Status,"Like [quantity] status(es)",1,/img/badges/generic.png,50,NULL,default,"{""sql"":""select (case when (a.a  >= 50) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status'  && l.likes=1) as a""}"
36,Like-Status,"Like [quantity] status(es)",1,/img/badges/generic.png,75,NULL,default,"{""sql"":""select (case when (a.a  >= 75) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status' && l.likes=1 ) as a""}"
37,Like-Status,"Like [quantity] status(es)",1,/img/badges/generic.png,100,NULL,default,"{""sql"":""select (case when (a.a  >= 100) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status' && l.likes=1 ) as a""}"
38,Like-Status,"Like [quantity] status(es)",1,/img/badges/generic.png,250,NULL,default,"{""sql"":""select (case when (a.a  >= 250) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status'  && l.likes=1) as a""}"
39,Like-Status,"Like [quantity] status(es)",1,/img/badges/generic.png,500,NULL,default,"{""sql"":""select (case when (a.a  >= 500) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status'  && l.likes=1) as a""}"
40,Like-Status,"Like [quantity] status(es)",1,/img/badges/generic.png,1000,NULL,default,"{""sql"":""select (case when (a.a  >= 1000) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status' && l.likes=1) as a""}"
41,Like-Status-10sec,"Like [quantity] status(es) within 10 seconds of Posting Time",1,/img/badges/generic.png,1,NULL,default,"{""sql"":""select (case when (a.a  >= 1) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status' && (l.created_time - interval 10 second) < p.created_time && l.likes=1) as a""}"
42,Like-Status-10sec,"Like [quantity] status(es) within 10 seconds of Posting Time",1,/img/badges/generic.png,5,NULL,default,"{""sql"":""select (case when (a.a  >= 5) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status' && (l.created_time - interval 10 second) < p.created_time && l.likes=1) as a""}"
43,Like-Status-10sec,"Like [quantity] status(es) within 10 seconds of Posting Time",1,/img/badges/generic.png,10,NULL,default,"{""sql"":""select (case when (a.a  >= 10) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status' && (l.created_time - interval 10 second) < p.created_time && l.likes=1) as a""}"
44,Like-Status-10sec,"Like [quantity] status(es) within 10 seconds of Posting Time",1,/img/badges/generic.png,25,NULL,default,"{""sql"":""select (case when (a.a  >= 25) then 1 else 0 end ) as flag from(select count(*) as a from posts p , likes l where l.facebook_user_id != p.facebook_user_id && l.post_id = p.post_id && l.fanpage_id = p.fanpage_id && l.facebook_user_id = :facebook_user_id && l.fanpage_id = :fanpage_id && p.post_type='status' && (l.created_time - interval 10 second) < p.created_time && l.likes=1) as a""}"
